customerid,name,country,state,gender,dob,interests,pincode
1741-DZJUV,Mira,India,Telangana,Female,17-01-1978,,
1742-DZNQB,Pranav,India,Tamil Nadu,Male,03-05-1975,job,
1743-FMKAE,Rohan,India,Madhya Pradesh,Male,17-09-1990,movie,
1744-LRWSG,Shreya,India,Kerala,Female,16-12-2000,movie,
1745-WMPCB,Diya,India,Telangana,Female,27-04-1976,music,303681
1746-KQLYK,Sneha,India,Delhi,Female,26-06-1986,travel,
1747-YXBCM,Priya,India,Karnataka,Female,26-09-2004,technology,327204
1748-KAARP,Raghav,India,Telangana,Male,02-03-1986,sports,504617
1749-DVYHW,Tanvi,India,Delhi,Female,15-10-1971,sports,
1750-KDRUJ,Priya,India,Maharashtra,Female,20-10-1991,music,
1751-SMKUQ,Aditi,India,Maharashtra,Female,23-05-1981,movie,
1752-ZMMPE,Rahul,India,Uttar Pradesh,Male,26-08-1992,travel,396468
1753-DEGTX,Isha,India,Rajasthan,Female,02-09-1994,shopping,
1754-GVZGA,Mira,India,Delhi,Female,21-05-1993,shopping,
1755-UTMYT,Saurabh,India,Rajasthan,Male,08-04-1995,sports,284439
1756-VGTEK,Nikhil,India,Gujarat,Male,09-03-2002,,
1757-WLNNB,Nandini,India,Bihar,Female,09-05-1987,music,
1758-LUCRR,Isha,India,Uttar Pradesh,Female,18-03-1977,shopping,
1759-XSBZH,Manish,India,Maharashtra,Male,05-11-1998,sports,
1760-XVRQD,Arjun,India,Telangana,Male,04-03-1976,,
1761-FDBCE,Aarav,India,Maharashtra,Male,15-07-2003,technology,
1762-CPVEK,Raghav,India,Maharashtra,Male,10-09-1985,music,
1763-EHWQV,Rohan,India,Maharashtra,Male,27-08-1971,technology,
1764-SLCAR,Riya,India,Kerala,Female,27-12-1975,job,
1765-NAUUL,Raghav,India,Telangana,Male,24-09-1994,,
1766-CNSRU,Yash,India,Maharashtra,Male,12-03-1997,shopping,191301
1767-PVEAZ,Harsh,India,Nagaland,Male,26-02-1978,shopping,
1768-QUCSW,Madhav,India,Maharashtra,Male,14-03-1995,sports,
1769-GTGDV,Riya,India,Nagaland,Female,14-06-1972,,
1770-BKYXK,Saurabh,India,Maharashtra,Male,28-05-1978,shopping,
1771-NDGLC,Sneha,India,Meghalaya,Female,01-06-2004,shopping,
1772-WXCVC,Akash,India,Maharashtra,Male,12-12-1972,job,
1773-UPHHV,Harsh,India,Telangana,Male,18-10-1996,,333702
1774-VNDMV,Siddharth,India,Madhya Pradesh,Male,09-01-1974,music,
1775-UTLNX,Nikhil,India,Kerala,Male,17-07-1979,travel,
1776-PZHFY,Shreya,India,Madhya Pradesh,Female,11-01-2004,music,165652
1777-EEVQN,Meera,India,Maharashtra,Female,23-11-2001,sports,
1778-SLKSE,Omkar,India,Gujarat,Male,11-04-1993,sports,
1779-BDLVY,Nikhil,India,Maharashtra,Male,06-12-1983,music,382242
1780-WMPYS,Aditi,India,Madhya Pradesh,Female,01-01-1974,technology,
1781-BHQCF,Kritika,India,Uttar Pradesh,Female,12-09-1981,music,
1782-BKLGU,Manish,India,Rajasthan,Male,07-12-1978,job,
1783-JADJA,Ananya,India,Bihar,Female,05-05-1990,technology,
1784-FFHCA,Harsh,India,Maharashtra,Male,02-11-1996,music,
1785-VQAXJ,Meera,India,West Bengal,Female,11-08-2004,,
1786-VXDJN,Madhav,India,Rajasthan,Male,23-01-1999,,
1787-SERQR,Yash,India,Madhya Pradesh,Male,17-02-2003,,
1788-PTXPM,Pooja,India,Gujarat,Female,18-07-1976,,
1789-YNPXV,Meera,India,Bihar,Female,22-01-1989,movie,
1790-ZDYBC,Sakshi,India,Bihar,Female,05-12-1983,,
1791-TMWDX,Yash,India,Gujarat,Male,17-03-1972,movie,
1792-MKQQF,Aarav,India,Uttar Pradesh,Male,22-07-1975,movie,
1793-GWTVB,Shreya,India,Maharashtra,Female,04-04-1975,technology,
1794-YXAFK,Aditya,India,Telangana,Male,12-06-1995,travel,
1795-TPJHQ,Saurabh,India,Karnataka,Male,05-07-1980,technology,
1796-SGDSW,Varun,India,Gujarat,Male,20-12-1976,technology,
1797-VXTZG,Pooja,India,Kerala,Female,18-06-1973,job,
1798-MAZGW,Avni,India,Gujarat,Female,26-06-2001,shopping,
1799-KYQNZ,Akash,India,Karnataka,Male,03-03-1987,drama,
1800-NVEKD,Avni,India,Nagaland,Female,06-08-1989,movie,
1801-BSGPE,Akash,India,Tamil Nadu,Male,10-06-1989,job,168549
1802-YDCJP,Varun,India,Delhi,Male,12-04-1980,sports,294779
1803-ZWYSS,Meera,India,Kerala,Female,15-04-1979,shopping,
1804-RRBAD,Kunal,India,Maharashtra,Male,15-06-1981,job,235741
1805-VSMDA,Siddharth,India,Nagaland,Male,23-06-1992,drama,653265
1806-TZJXR,Arjun,India,Maharashtra,Male,23-11-1979,shopping,
1807-FJDLC,Priya,India,Rajasthan,Female,18-01-1975,shopping,
1808-XPPZS,Diya,India,Madhya Pradesh,Female,28-09-1986,sports,532091
1809-DYYNR,Mira,India,Bihar,Female,22-09-1992,,
1810-RXFXU,Isha,India,Maharashtra,Female,02-09-1977,sports,526096
1811-RHARF,Pooja,India,Meghalaya,Female,26-09-1973,sports,
1812-GBERB,Akash,India,Bihar,Male,03-02-1987,,
1813-LMVBV,Aarav,India,Karnataka,Male,22-03-1997,travel,184576
1814-MPLAY,Ananya,India,Maharashtra,Female,16-08-1997,job,
1815-PJWYY,Ananya,India,Maharashtra,Female,25-11-1975,technology,
1816-GGRVG,Rohan,India,Maharashtra,Male,15-09-1996,technology,
1817-CVKJS,Madhav,India,Kerala,Male,14-01-1972,job,
1818-MBXPJ,Isha,India,Delhi,Female,12-12-1973,,
1819-BHGNW,Kritika,India,Meghalaya,Female,22-07-1988,technology,
1820-UFSWG,Riya,India,Karnataka,Female,09-07-1987,travel,
1821-PVRXP,Kavya,India,Karnataka,Female,25-01-1976,,
1822-UJMQW,Rohan,India,Karnataka,Male,09-05-1972,,
1823-HJSMA,Sneha,India,Madhya Pradesh,Female,09-02-1983,music,
1824-YTAFH,Pooja,India,Karnataka,Female,04-11-1983,travel,
1825-VAUZR,Harsh,India,Kerala,Male,02-10-1994,drama,204027
1826-UJBDP,Diya,India,Meghalaya,Female,25-08-1981,music,
1827-FXFFG,Tanvi,India,Maharashtra,Female,14-11-1977,shopping,
1828-ERFBX,Harsh,India,Telangana,Male,06-08-1986,job,
1829-YRDBJ,Diya,India,Madhya Pradesh,Female,18-11-1986,shopping,216526
1830-EGKRF,Neha,India,Tamil Nadu,Female,05-11-2000,music,
1831-GGNTY,Isha,India,Uttar Pradesh,Female,25-10-1998,movie,
1832-SKYQS,Saurabh,India,Kerala,Male,23-05-2001,travel,
1833-FLDJG,Vivek,India,Nagaland,Male,11-11-1994,sports,
1834-XANNN,Aditi,India,Karnataka,Female,01-03-1971,music,
1835-KRFYQ,Diya,India,Karnataka,Female,16-08-1981,shopping,
1836-DRPYD,Kavya,India,Maharashtra,Female,02-04-1996,drama,
1837-VTRYB,Sneha,India,Delhi,Female,17-10-1986,travel,
1838-SDVCW,Rahul,India,West Bengal,Male,10-12-1993,,
1839-BHHDW,Rohan,India,Tamil Nadu,Male,17-10-1981,shopping,573727
1840-HTQTF,Vivek,India,Uttar Pradesh,Male,06-03-1997,movie,
1841-TYYPW,Aditya,India,Rajasthan,Male,27-03-1998,technology,
1842-TSBJE,Varun,India,Delhi,Male,07-07-2004,movie,
1843-RPQBK,Pooja,India,Tamil Nadu,Female,28-04-1997,job,
1844-NRXZX,Pooja,India,Meghalaya,Female,14-04-1976,,
1845-SWTFX,Kritika,India,Gujarat,Female,16-09-1974,music,130746
1846-RYNWV,Aditya,India,Uttar Pradesh,Male,15-10-1999,technology,232452
1847-JMTAT,Omkar,India,Nagaland,Male,13-09-1995,drama,
1848-QSRAL,Neha,India,Uttar Pradesh,Female,09-08-1971,shopping,259653
1849-QHSGJ,Shreya,India,Delhi,Female,26-04-2002,,
1850-NNZHQ,Madhav,India,Delhi,Male,06-10-1970,,
1851-GWJCF,Rohan,India,Delhi,Male,27-11-1989,,358472
1852-QWQRA,Shreya,India,Delhi,Female,07-10-1986,shopping,
1853-DXVAR,Akash,India,Nagaland,Male,08-01-1977,sports,
1854-YVJHA,Kunal,India,Maharashtra,Male,20-10-1992,technology,
1855-RRLAM,Shreya,India,Delhi,Female,26-11-1988,music,
1856-BDHJC,Aarav,India,West Bengal,Male,22-03-1995,drama,
1857-NPFJH,Mansi,India,Delhi,Female,22-10-1981,sports,
1858-BJBWB,Kritika,India,Maharashtra,Female,10-08-1998,sports,
1859-CUMJH,Ananya,India,Karnataka,Female,11-01-1983,job,
1860-QEYNN,Varun,India,Maharashtra,Male,18-08-1981,shopping,
1861-YTMVN,Aniket,India,Telangana,Male,14-06-1976,shopping,
1862-YZFVD,Shreya,India,Uttar Pradesh,Female,11-05-1997,travel,
1863-NKNXE,Shreya,India,Delhi,Female,10-09-2002,,
1864-UDNCQ,Kunal,India,Maharashtra,Male,18-12-1999,,
1865-UNXGH,Madhav,India,Tamil Nadu,Male,16-07-1983,drama,658482
1866-NUPQZ,Madhav,India,Goa,Male,01-10-1991,travel,
1867-VJRRT,Saurabh,India,Bihar,Male,11-11-1970,job,242684
1868-MDWJF,Priya,India,Uttar Pradesh,Female,27-06-2003,,
1869-YVNEU,Saurabh,India,Maharashtra,Male,24-09-1992,,
1870-HRCJK,Isha,India,Uttar Pradesh,Female,12-06-1981,movie,216181
1871-EADQZ,Diya,India,Maharashtra,Female,06-05-1985,,196201
1872-ZHXJW,Diya,India,Tamil Nadu,Female,04-06-1972,travel,
1873-CRSLN,Harsh,India,Delhi,Male,19-01-1983,technology,157085
1874-PENWY,Mira,India,Kerala,Female,28-02-1992,job,454616
1875-ZUUWV,Siddharth,India,Delhi,Male,17-10-1983,,178164
1876-LVCTQ,Yash,India,Karnataka,Male,06-01-1996,,243921
1877-TJMAU,Aarav,India,Maharashtra,Male,19-12-2001,sports,
1878-YYDGY,Harsh,India,Gujarat,Male,24-03-2000,technology,378184
1879-AHNCK,Manish,India,Maharashtra,Male,15-07-2004,drama,
1880-JKPAJ,Kritika,India,Delhi,Female,16-02-1973,job,
1881-XRMEA,Meera,India,Kerala,Female,14-12-1987,movie,
1882-DTYTQ,Tanvi,India,Tamil Nadu,Female,13-03-2000,,
1883-MVTAZ,Madhav,India,Goa,Male,18-10-1992,music,227385
1884-ELXZS,Mira,India,Rajasthan,Female,22-09-1997,technology,
1885-LRZZC,Manish,India,Delhi,Male,14-02-1978,sports,
1886-ZRWUZ,Mansi,India,Karnataka,Female,15-05-1997,travel,
1887-UAAPK,Shreya,India,Rajasthan,Female,01-10-1977,travel,
1888-TDFSE,Avni,India,Gujarat,Female,23-12-1999,,156903
1889-PMGFB,Isha,India,Karnataka,Female,24-02-1977,job,
1890-UZHZE,Aditi,India,Maharashtra,Female,25-06-1983,job,401226
1891-DBBDX,Kunal,India,Gujarat,Male,23-02-2004,,
1892-XMSXM,Ananya,India,Meghalaya,Female,12-04-1980,shopping,
1893-YRUZJ,Raghav,India,Uttar Pradesh,Male,02-02-1995,travel,
1894-ATTEZ,Harsh,India,Gujarat,Male,12-02-1997,movie,
1895-UTZGK,Raghav,India,Uttar Pradesh,Male,14-08-1979,job,424412
1896-ZHWGJ,Sneha,India,Rajasthan,Female,06-09-1996,drama,
1897-LVYYU,Kunal,India,Delhi,Male,15-10-1974,technology,682290
1898-JAZCN,Riya,India,Bihar,Female,11-04-1978,sports,
1899-LGTJJ,Aarav,India,Bihar,Male,21-05-1987,movie,
1900-VTNGV,Omkar,India,Meghalaya,Male,28-06-1971,movie,
1901-FASBQ,Aditi,India,Tamil Nadu,Female,05-08-1985,movie,639779
1902-QYBVA,Siddharth,India,Delhi,Male,08-02-2000,movie,
1903-SQUBN,Harsh,India,Uttar Pradesh,Male,11-09-1999,music,
1904-WNADM,Arjun,India,Rajasthan,Male,14-02-1996,travel,
1905-GMCEJ,Rohan,India,Rajasthan,Male,28-09-1996,movie,
1906-ARSHV,Siddharth,India,Kerala,Male,27-03-1981,movie,
1907-SBQCP,Neha,India,Maharashtra,Female,04-12-1973,technology,
1908-BAHCL,Aarav,India,Delhi,Male,05-01-1984,movie,
1909-FSYWF,Aditya,India,Maharashtra,Male,25-02-1971,sports,632893
1910-PHUWD,Saurabh,India,Madhya Pradesh,Male,05-02-1991,job,500192
1911-MFKDU,Nandini,India,West Bengal,Female,15-08-1997,drama,
1912-MZUMT,Vivek,India,Rajasthan,Male,17-04-1989,travel,304734
1913-NZXEN,Priya,India,Rajasthan,Female,05-05-1997,travel,576952
1914-KLDQF,Pallavi,India,Tamil Nadu,Female,22-07-1973,travel,386034
1915-ANWUM,Sneha,India,Goa,Female,28-10-1990,shopping,
1916-TJDWQ,Arjun,India,Tamil Nadu,Male,05-05-2003,drama,
1917-MCBMJ,Diya,India,Uttar Pradesh,Female,14-02-2001,drama,
1918-EWEAE,Avni,India,Tamil Nadu,Female,09-02-1970,drama,
1919-XAJAA,Siddharth,India,Karnataka,Male,09-03-1999,sports,
1920-YAKYG,Yash,India,Uttar Pradesh,Male,23-02-1990,,
1921-VFRHU,Priya,India,Maharashtra,Female,14-12-1997,shopping,
1922-RJLAW,Riya,India,Tamil Nadu,Female,16-12-1996,music,
1923-DUXUY,Pranav,India,Maharashtra,Male,19-09-1986,travel,
1924-RHWBQ,Nikhil,India,Delhi,Male,28-04-1972,technology,
1925-DVAPT,Vivek,India,Maharashtra,Male,03-05-1987,drama,170327
1926-ZKBMQ,Pooja,India,Maharashtra,Female,06-07-1970,,
1927-MFKYW,Sakshi,India,Delhi,Female,13-11-2002,sports,
1928-DTNGW,Priya,India,Karnataka,Female,12-02-1976,job,
1929-WNLYM,Madhav,India,Rajasthan,Male,23-06-1978,sports,
1930-CEYAU,Sakshi,India,Maharashtra,Female,13-11-2001,,
1931-BNRUJ,Varun,India,Maharashtra,Male,14-12-1990,shopping,251533
1932-FUWTB,Pooja,India,Telangana,Female,28-03-1981,music,
1933-QGEAW,Rahul,India,Karnataka,Male,10-02-1987,,
1934-GVJWZ,Diya,India,Karnataka,Female,27-08-1974,sports,
1935-KABZY,Saurabh,India,Rajasthan,Male,13-06-1972,sports,
1936-NYAPF,Siddharth,India,Karnataka,Male,27-08-1975,technology,
1937-JXGXE,Saurabh,India,Rajasthan,Male,12-09-1994,shopping,
1938-VMWCP,Aditya,India,Tamil Nadu,Male,20-10-2001,,
1939-FJUVN,Avni,India,Karnataka,Female,12-03-1970,sports,
1940-SBAYQ,Aniket,India,Kerala,Male,24-08-1990,sports,
1941-MBSBM,Kavya,India,Delhi,Female,17-09-1999,sports,
1942-KXWDX,Omkar,India,Telangana,Male,22-06-1974,sports,
1943-CUHAL,Aditi,India,Delhi,Female,14-06-1985,technology,
1944-RRAKS,Varun,India,Madhya Pradesh,Male,06-12-1981,technology,540244
1945-FUSVB,Ananya,India,Telangana,Female,22-05-1983,drama,650056
1946-PDCLG,Sneha,India,Telangana,Female,24-11-1995,shopping,141185
1947-PUNQS,Manish,India,Maharashtra,Male,23-07-1979,music,
1948-KHATQ,Aditya,India,Gujarat,Male,10-06-1985,,
1949-GQDZF,Isha,India,Tamil Nadu,Female,22-12-1979,movie,
1950-CXNWU,Vivek,India,Nagaland,Male,24-10-1986,drama,
1951-LBARA,Saurabh,India,Maharashtra,Male,06-09-1979,,
1952-PJPRM,Sneha,India,Maharashtra,Female,14-01-2004,,227790
1953-SXGFV,Pooja,India,Uttar Pradesh,Female,22-09-1991,shopping,
1954-QYDFJ,Rahul,India,Telangana,Male,15-10-1987,technology,
1955-SBJSL,Varun,India,Tamil Nadu,Male,22-05-1993,travel,364880
1956-FAKMU,Riya,India,Uttar Pradesh,Female,19-06-1978,sports,
1957-KEJQQ,Harsh,India,Madhya Pradesh,Male,11-04-1985,,610653
1958-FNBYV,Vivek,India,Delhi,Male,07-12-2003,,
1959-TBVTR,Raghav,India,Gujarat,Male,10-04-1974,movie,
1960-LHSHT,Raghav,India,Madhya Pradesh,Male,23-10-1991,drama,
1961-QGXKX,Yash,India,Meghalaya,Male,03-01-1978,shopping,
1962-URTZG,Raghav,India,Karnataka,Male,09-08-1989,movie,
1963-MRBZJ,Akash,India,Maharashtra,Male,05-01-1981,music,
1964-PAGLL,Neha,India,West Bengal,Female,01-02-1990,shopping,
1965-CSZDN,Sneha,India,Karnataka,Female,09-04-1994,travel,
1966-GTQSF,Omkar,India,Maharashtra,Male,01-08-2001,travel,
1967-ZFYTD,Varun,India,Maharashtra,Male,13-10-1983,technology,
1968-ALNDH,Sneha,India,Bihar,Female,23-05-1994,technology,
1969-EZTQQ,Isha,India,Maharashtra,Female,28-11-1982,drama,518733
1970-SDAFX,Manish,India,Rajasthan,Male,23-06-1987,sports,420658
1971-BUGTV,Isha,India,Uttar Pradesh,Female,26-08-1996,technology,
1972-THDMP,Aditi,India,Karnataka,Female,13-09-1994,travel,
1973-QAFBC,Rohan,India,Tamil Nadu,Male,01-11-1985,drama,
1974-QFCRE,Priya,India,Maharashtra,Female,02-07-2004,drama,
1975-TZGGH,Vivek,India,Telangana,Male,18-12-1977,,
1976-WQSDM,Priya,India,Delhi,Female,01-07-1996,job,
1977-XKDJZ,Pallavi,India,Nagaland,Female,07-06-1974,travel,181148
1978-BDGBF,Riya,India,Rajasthan,Female,23-01-1986,technology,
1979-CYBRN,Diya,India,Bihar,Female,13-12-1989,,335243
